feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,rare_event
-0.4350189257507024,-0.6598701782453738,0.7217484409583026,-0.24494005931294863,0.22361701643808465,-0.7442058889673152,1.503133305381423,-0.37585605518587123,0.3611238017046865,-1.5721033096086279,0.4413071274629333,-1.792660700946563,-0.5978947294122563,-0.24851943437617396,0.19902529953615467,0
1.5770835106216385,-0.7516083222590662,2.2986020649228407,1.736207363884065,0.45547692807441503,0.31161020742200773,0.12142687582636771,-0.7740628490291576,-0.8806228397599468,0.10634926695866015,-2.158654949625228,1.6713166183234633,0.6757387819214203,2.769184137796112,-0.2588045856017369,0
-1.7940536008650738,-1.5821641039773182,0.9356611290982191,-0.533234731883923,0.1772629798289091,1.1491064911603943,-0.9257131022820605,-0.37229754837830764,-0.22588581394273155,-0.93979540927257,-1.7858335784331465,2.4296855776194137,-1.0638017172989187,1.006097631178285,-1.3370509512851632,0
-0.46220300583763635,-1.5262664071917353,2.8076276493088614,1.0854304159996158,-0.4671565155796337,-0.8764152434722314,0.46793086132972794,-1.1351231318997992,-0.47644543528011973,0.12122072531664511,-3.5215771985695254,2.8404192524803658,-1.2651845624606681,2.280546105716251,0.6975734388130599,0
-0.8791441844924961,-1.4995006600978018,-0.2727991632429323,0.043294201491931146,0.34909777559803123,-0.6630308876978479,0.1115451943643857,0.07705431773009719,0.32637766922874,-1.1575928186352462,0.24322578120843089,-0.5170012773669105,0.6184302098746692,-0.41832855513964967,0.1758132111470358,0
-0.07485735037204383,-0.46798590024576747,-1.8848480350435999,2.215266534050305,0.044938174010587834,-0.5915765480739716,1.7759699390300094,0.6497005484427361,-1.7068442539377742,2.5321521874988098,1.6113236447745083,-4.572964990179452,0.2923497409459203,-1.6413284802473558,1.1840545893641305,0
-0.8598284937886063,-1.1449651443298845,-5.484317944891269,1.8793349107326185,0.45035467635154475,-0.8873401294878346,-4.1141886441490305,1.33168589857028,-0.8623937820503443,-0.010765408893442435,0.6923697034022468,0.5707088876574019,0.7781074701560766,-1.880785032922159,1.5523301378802719,0
0.5350472079690445,0.5412231212040413,1.292927083019969,1.7925099210594968,0.9651338473003691,0.9083485395318728,0.18933795190171132,-0.33372313512060947,-0.30862816706232316,-0.005172160900329681,2.104709475816709,-1.5314664757092582,-0.39020345324303013,2.2507921492247047,0.27929305594982906,0
0.33054319852344866,0.8950214934497458,2.802786559869333,-2.4012583448592437,-0.4703952036806953,0.007449743287105293,0.30103731168050557,-1.2199657064210563,-1.977306746238912,-0.20903724937481524,-0.9257141854922211,1.694683913338481,0.20110259735584954,1.5466577219113296,-3.256892134394345,1
1.2997184408492028,0.2957865933796597,-3.4946843068708366,2.130702108322542,1.0992207440189927,-1.2466114023381596,1.723939816211296,0.8737057827559018,-2.4630372748248135,-1.1883809883779912,1.4820518297211562,-5.034838153551559,0.06337934304108077,-3.0884168796182796,0.9459583695796447,0
0.6004682209868177,-0.9382577669548295,-0.9933116017591406,0.8871028105156407,1.5157442570544717,-1.059837390734585,1.8497579131802253,0.010108884389457118,-1.142548154325973,0.30038367691090767,1.8282687613695894,-4.02361830633412,1.7695584693131121,-1.2150794972616428,0.5126068215099746,0
-0.1721615442396402,-0.8124546526758953,0.48816284117364545,-0.026313608707242697,0.15556194641622256,-0.5042054008207687,0.31850744995043906,0.07174279592791313,0.25115858931345314,0.34365824957484326,1.4895371885007374,-1.1377524158120402,-1.8701442615202073,1.152570185061966,0.42746184545639077,0
0.16295465389612665,1.6158386401999323,-0.29882407092887414,1.3087926012251196,-0.6941596748116952,-0.5894984932139959,0.7951911774657027,0.27244559215765635,0.7009984975450271,1.5698677818939613,-1.7032423605027005,-0.033788194745985656,1.31365525341202,-0.9514969852951183,-0.36778343012981424,0
