feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,rare_event
-2.188468951259733,-2.069546754233872,2.416500283803836,0.9399022787727263,1.3886673612023444,-0.5890036008734595,-0.4943953258586226,-1.1026195366988372,-1.0685450695656165,-3.5987793305324067,-0.41911481884922447,-2.5043433684424343,-4.851107067505221,1.1385635905258806,-0.7810866030438914,1
3.1114089137503016,-1.279139462498269,-0.029777580367543577,2.5255789375473365,-4.929370153826189,0.5601727681784717,-3.725952412481772,-0.18786341321363587,-4.6260129207439284,2.5085462103524243,-3.5331582084450313,-1.742097494277532,0.5445834276354964,-3.2667899451080307,0.20775881109239683,0
-4.474034461657481,0.7683013224437915,0.15474470649755084,-0.028669206671119773,0.7438203122602314,1.8654717566547394,2.136236229347062,-1.173679749952172,1.7545805124283356,0.7363775085926665,-0.5248612425129313,-1.887536036337611,2.395340165479985,4.01956690660827,-0.4200147684416792,0
-2.957959327781276,3.3651130909683324,4.642677057274469,0.610380887078546,-3.6813297639604188,0.006270612013230037,-0.12808586891859172,2.923735439618647,2.2374739161653214,0.43940227686062233,2.046733589218267,-8.430703696510138,-2.939275459377599,0.5525988989115481,2.115222965799877,0
-0.5217561639017138,-1.6221668711004475,3.534723959471426,-0.7530317067536789,-0.08003948470837809,-1.3603342668736138,0.6212407928450563,0.8495464657523943,1.2368195995007887,2.980280600793072,0.20086979392170456,-5.561838947945434,0.22274697595717666,0.690175397347222,2.442133196126397,0
-3.2766170964079158,-1.2726584657776816,-4.045393193017957,-0.18786734527895316,3.695663132326721,1.0103469545617443,2.1422082146899477,2.2165917013783543,1.7326370518451508,-3.4454133248374035,-1.5354433202550293,1.474202620119552,3.3833646353294866,0.7593536031901226,0.5726754750565917,0
2.313169104896925,-1.6968582984615053,0.5545762669467499,-3.8898509526048226,-0.9230060142800465,0.6199265333802273,-2.940792601287452,1.471861036402105,0.6764709004413697,1.5670861411494186,3.4512126818159885,-6.808802575212096,4.433365567181223,0.7290812791784173,2.2897487165923045,0
3.0248977951333376,-3.084050920396394,1.5927832195484193,-2.4858867082312024,-0.3664892799281093,1.9952108248101674,-2.5318677012604334,1.701902012087792,0.5129381248726618,1.9818073044047373,1.447840908390092,-7.15283576098979,0.9001091400384065,-1.6360781073190007,3.3398656041428536,0
5.378311642068182,3.641144720234873,0.3721266516851799,5.2106405413103305,-2.7655743988589885,2.0719739964221566,-5.35052424404225,-3.3502577783360974,1.3481378778461244,-0.4749603679459154,1.8060671386514315,1.738609737300769,-7.680957053500948,-0.7664464695578987,0.08371000958958663,1
-2.5350112382339094,-2.5232662863187776,-1.1358421991923098,1.6850828951907564,2.392779940426798,-0.36807521256286907,-3.669866072209552,2.5035190108478518,2.4902799883136657,-3.1837024125678974,-5.007570641893985,-0.8984775656007897,-5.353055001526164,-2.225974204960856,-0.11475482573482204,0
