date,^GSPC,AAPL,MSFT,TSLA,QQQ,XLF
2000-01-01,0.0,0.0,0.0,,0.0,0.0
2000-02-01,-0.0201080832563569,0.1048199923362975,-0.0868456418772951,,0.1902437844592086,-0.1070469184508939
2000-03-01,0.0967198283536481,0.1848417850829489,0.1888109040080774,,0.0257613225698118,0.1783009529385029
2000-04-01,-0.0307957557801913,-0.0865169529047413,-0.3435291066641613,,-0.1347029525674483,0.0133633758167959
2000-05-01,-0.0219150506034178,-0.322921784740565,-0.1030470463182102,,-0.1226914629381571,0.0223220918198465
2000-06-01,0.0239335496158772,0.2470241084728011,0.2787215182558977,,0.1240603673412419,-0.0517783161450411
2000-07-01,-0.0163412759041708,-0.0298329476549351,-0.1273437011690505,,-0.0428094726040124,0.0919174207464552
2000-08-01,0.0606991049416709,0.1992622598662958,0.0,,0.1362680222842009,0.1015720752999964
2000-09-01,-0.0534829747197642,-0.5774363766776826,-0.136079083469116,,-0.1266913794471668,0.0186611039615087
2000-10-01,-0.0049494854217706,-0.2402915384440247,0.1419693899367933,,-0.0794011240384331,-0.0056238402491661
2000-11-01,-0.0800686101073089,-0.1565480585078055,-0.1669694049594007,,-0.2291069144449351,-0.0510867696270889
2000-12-01,0.0040534456237286,-0.0984850917453906,-0.2440082045383708,,-0.0731830719671755,0.0813278038046798
2001-01-01,0.0346365766761644,0.4537822130536459,0.4077800226823111,,0.1014994209868056,0.0013169788151077
2001-02-01,-0.0922907353958596,-0.1560693466908648,-0.0337767428120586,,-0.2620533621150442,-0.0672781677557812
2001-03-01,-0.0642047108033915,0.2093139810103783,-0.0730936100100543,,-0.1749206178486946,-0.0331518367429888
2001-04-01,0.0768143616543945,0.1549628685659414,0.238858068911405,,0.1787995867723468,0.0396012000594876
2001-05-01,0.0050901874012756,-0.2173409260194856,0.0211068511015095,,-0.0307694303014133,0.0439995050587112
2001-06-01,-0.0250353894275646,0.1654149737721311,0.0552182267628249,,0.0216857997853554,-0.0107975008958676
2001-07-01,-0.0107401495954037,-0.1918282989169182,-0.0932874450927608,,-0.0862142228233194,-0.0058609043938545
2001-08-01,-0.0641084068807574,-0.0127737070471688,-0.1380872912920139,,-0.1228454412078181,-0.0661214624407909
2001-09-01,-0.0817234057056388,-0.1638819157113404,-0.1030680747457516,,-0.208844772949621,-0.060525850362784
2001-10-01,0.018099111333141,0.1321719390071638,0.136408456970358,,0.169772084718405,-0.0097954122752634
2001-11-01,0.0751759041240454,0.2129854286116794,0.1042131753206099,,0.1696162554287978,0.0649409870869806
2001-12-01,0.0075738340889277,0.0281680868246809,0.031771042327467,,-0.0186631263137141,0.0150517387802113
2002-01-01,-0.0155738324569798,0.1287696571052183,-0.0383400483571725,,-0.0102804872223438,-0.0070962335331667
2002-02-01,-0.0207662110397276,-0.1221691950541046,-0.0842881955869886,,-0.1228247610816086,-0.0173078700713414
2002-03-01,0.0367388928620746,0.0907846929771998,0.0337681447201638,,0.0674952703351277,0.0626227428960559
2002-04-01,-0.061417625919219,0.0253478378308722,-0.1334775997409507,,-0.1200775917600376,-0.0221695586639429
2002-05-01,-0.009081481352177,-0.0399683913505312,-0.025832095125723,,-0.0532617267280897,-0.0030236435680651
2002-06-01,-0.0724553538081798,-0.2394833120548705,0.0744448901883789,,-0.1311583384956034,-0.0470051666186006
2002-07-01,-0.0790042751494076,-0.138826962853507,-0.1228514968279694,,-0.0862070556009662,-0.079062270275751
2002-08-01,0.0048814333064943,-0.033420273019602,0.0229259202943734,,-0.0150943851940146,0.018654635725025
2002-09-01,-0.1100243182524278,-0.0169485084501508,-0.108802047428672,,-0.1179222324348117,-0.1196762151765731
2002-10-01,0.086448800333714,0.1082731435298187,0.2224506698068031,,0.1848452456312452,0.097314880943192
2002-11-01,0.0570696207049858,-0.0354677638473301,0.0787360147394857,,0.1291242371859149,0.0372338211205531
2002-12-01,-0.0603325718850288,-0.075484483667644,-0.1036753079358768,,-0.1208515534369198,-0.059829324900656
2003-01-01,-0.0274146926830446,0.0020946696703856,-0.0820116493376361,,0.0028725984888271,-0.0068038356331265
2003-02-01,-0.0170036082568717,0.0452640111577826,-0.0012640337124518,,0.0294598980331679,-0.0308471763054979
2003-03-01,0.0083575676843328,-0.0579623542486146,0.0248032980380845,,0.0035768489493666,-0.0137763072127289
2003-04-01,0.0810441071800323,0.0056593976354719,0.0561748535913375,,0.0871293135652913,0.1307841174412949
2003-05-01,0.0508987096095225,0.2623055192407495,-0.0375435201584302,,0.0852458863196909,0.0509205583237712
2003-06-01,0.0113222146768521,0.0618370302530419,0.0418529349699681,,0.0053705835597042,-0.0004076518899649
2003-07-01,0.0162237019585365,0.1059830074122398,0.0300309702190855,,0.0617696132673062,0.0484319762937284
2003-08-01,0.0178732035934878,0.0725797343725365,0.00416487366882,,0.0499998230993976,-0.0117096912814589
2003-09-01,-0.0119443645855257,-0.0835914766369286,0.0482653100175907,,-0.029050655512874,0.0035543493196257
2003-10-01,0.0549614866357166,0.1047296806425537,-0.0597118374104008,,0.0851325893037786,0.0749236423424661
2003-11-01,0.0071285040713728,-0.0865004854259721,-0.0109319930925664,,0.0056853727863379,-0.0036805690678651
2003-12-01,0.050765540778892,0.0219983810079693,0.0645658409040645,,0.0305250490071433,0.039157430860526
2004-01-01,0.0172763869507552,0.0556855336247235,0.0102305107111888,,0.0171287470291308,0.0388655772531016
2004-02-01,0.0122089737376105,0.060284408355854,-0.0405062930342065,,-0.0134884358744252,0.0285716846081112
