date,nowcast_gdp,recession_model_score,economic_surprise_index,liquidity_crunch_index,tail_risk_score,macro_risk_factor_1
2003-10-31,11817.239333333331,0.6923878114949095,2.1027836500250667,-0.7057831548173292,20.064930343571316,3532.8842
2004-04-30,12063.452,0.6528069105538022,3.263029183880394,-1.5638545539800388,20.56067082587925,3634.3745
2004-07-31,12315.112,0.639050274618917,2.419535616517105,-1.92554972389208,14.688684631957916,3691.8821
2004-10-31,12585.059,0.6310679736725161,2.4744456663932546,-1.7901472453159166,6.178515871166348,3757.9642
2005-04-30,12864.170666666669,0.5963460799930436,3.346401370202432,-1.3191411611244934,13.74358899036464,3877.0148
2005-07-31,13593.452,0.5747680138245541,1.7272595098492995,-2.3269992438779674,16.3000117318086,3942.5726
2007-10-31,14241.133666666668,0.4977087415401295,2.827070474448199,-0.3566517279510482,38.08606211554317,4415.7354
2008-04-30,14826.586,0.5127872043575057,0.9503899512633756,1.656369642749865,38.10352629602395,4461.7463
2008-07-31,14790.969666666666,0.5662488943272272,1.0529332301487755,1.8762838130552195,26.174675975540495,4471.5297
2008-10-31,14629.481333333337,0.6245360436672668,-0.3664233285669032,3.943697789220283,32.46142019093786,4387.1747000000005
2009-04-30,14479.442333333334,0.8035114036532444,-0.6517899804756794,3.608159422233843,36.4372725665316,4318.3268
2009-07-31,14493.789,0.8352402493107495,0.3086379714557862,1.7702565651645412,53.40890145034097,4335.1586
2009-10-31,14693.441333333334,0.8621229947289648,0.4796178376038441,1.623265813155859,25.99117320936473,4396.0287
2010-04-30,14924.349666666669,0.8434579920965968,0.2714082361539983,0.3068059200683273,26.50776769801914,4492.6019
2010-07-31,15143.758,0.8034895422139768,0.0821792543113861,2.3543404775622667,63.91795824853072,4544.3541000000005
2010-10-31,15336.206666666669,0.7974511346244486,0.6063622398848467,1.2238255668856963,71.06897030876179,4592.6422
2011-04-30,15504.897666666666,0.7680305949652534,3.0102408442558835,0.4933532358671665,66.65300077062449,4666.191699999999
2011-07-31,15875.212666666666,0.757955665710036,0.767975565106417,0.8188945942274156,11.459022075515518,4692.978
2012-10-31,16265.595333333336,0.6481699803077853,2.507621928968555,-0.661293325342897,12.767560175692449,4925.489700000001
2013-04-30,16700.981333333333,0.6234162888000765,0.0611236570757522,-0.4606427785155802,9.86824973614866,5017.5221
2013-07-31,16958.181333333334,0.5948199973344303,0.446219443391705,-0.8581320855592601,18.675254340717785,5085.7754
2013-10-31,17221.455,0.5794198650342202,0.3021171783237363,0.0137570833774001,19.09323032288042,5157.1137
2014-04-30,17504.918333333335,0.499351274048042,1.2564216769327936,-1.1365854691466848,18.632209387260783,5255.0724
2014-07-31,17744.938333333335,0.4890735314513434,0.4579828839401321,-1.1647515457880118,5.916452311603288,5340.398399999999
2014-10-31,17998.697,0.4510318165774977,-0.0670547183529428,-0.9664450938833852,37.62173589156433,5374.115699999999
2015-04-30,18197.82966666667,0.4173076610556783,-0.9052450377613932,-1.870694236834498,35.9492003032437,5484.2572
2015-07-31,18372.182333333338,0.3992599699726235,1.2915932204652325,-1.5363739984290214,30.748799740678574,5521.105799999999
2015-10-31,18516.155,0.3843896668263915,-0.2031147216767758,-0.5754982664039222,25.37609817679851,5532.5511
2016-04-30,18679.825999999997,0.3812736753316963,1.1108971329684654,-1.5331600579375415,41.247756886435646,5613.5806
2016-07-31,19507.402666666665,0.354267822446375,0.9709018346792266,-1.4305535113588406,41.77554435498712,5668.3457
2018-10-31,20402.81466666666,0.2130932459465004,2.4948625858253863,-2.43101721805292,27.43357560088694,6275.860099999999
2019-04-30,21344.32533333333,0.1889919966201267,0.5186784180494088,-2.163844210301471,17.883870257375122,6420.211399999999
2019-07-31,21682.775333333335,0.1775087451768539,0.1175142786459445,-2.188427697494358,15.97706567162048,6516.113299999999
2019-10-31,21195.277333333335,0.1629048393654366,0.2901655795361017,-1.4591510587147756,14.097662103724984,6581.877100000001
2020-04-30,21184.404,1.0,-0.2265452757960386,4.690289529122593,109.93876782040886,5984.6452
2020-07-31,21229.587333333333,0.6227902844599498,0.4737809487150181,1.5079584886081236,131.44480738845573,6505.989299999999
2020-10-31,22374.059666666668,0.3834992118522921,1.4476828704738975,0.5442599013905202,137.78601337157858,6622.5201
2021-04-30,23119.873000000003,0.282073572013827,2.5406355264408975,-1.0116114699113203,21.923148678024734,7011.0743
2021-07-31,24022.63,0.2143496909335595,1.960797610630891,-0.6403058894036615,15.371548655054305,7176.9933
2021-10-31,24834.94,0.1221005725778093,1.6759741876657854,0.7517204399629687,36.46418305917772,7435.091399999999
2022-04-30,25618.28,0.0304354428678996,3.2912110089551176,1.1107342768741846,26.36118091977829,7743.8133
